4.391953,-6.004311,-7.457639,6.471805,-5.298153,2.490836,3.666314,-2.538750,-3.443794,6.195853,10.637575,4.151854,9.733003,-7.409374,-2.654315,-6.208101,2.053666,-4.802060,-3.948078,-6.977109
1.541950,-9.562163,-6.815834,-4.366335,7.058262,-2.475451,4.619241,-8.558494,-4.580912,-1.812565,-0.109371,-6.704939,5.094221,5.213110,-3.079400,8.612768,-4.936283,-1.321913,-5.056865,3.445730
4.312036,-5.730465,4.257736,-1.214601,6.738572,4.276335,-0.665996,-4.275872,9.971773,9.673441,-6.426921,2.120605,-4.311658,0.219622,-7.275631,-8.377627,2.559484,-5.358024,9.554650,-6.745925
7.872939,-2.209814,-2.128505,6.292783,0.212541,2.109293,1.414122,-7.179312,2.316317,-2.098143,-3.557857,-7.829362,5.379624,3.628673,7.076314,-5.538538,-5.378401,6.931785,-5.424727,-9.442306
-2.108809,7.154372,7.768409,0.082273,4.453318,-0.120859,-5.192659,9.560988,-5.133819,3.410179,10.247168,-0.616129,-1.962465,4.182804,-6.776500,-7.968546,-6.869260,0.801745,-4.847573,7.932734
0.980622,-0.219912,-0.052031,-9.603107,-6.925240,-5.920293,5.225161,10.292279,-5.042508,8.238515,2.336853,-1.466186,-6.878003,-9.789370,1.378382,-4.016021,-5.929947,-6.957309,5.486703,9.072696
-3.760444,10.162812,1.859175,8.297891,8.926680,-3.631707,-4.077913,8.781185,-8.837466,-9.436028,-4.009865,5.222158,10.743460,-2.074783,-5.424537,7.919765,2.259583,-2.562145,-9.771513,9.010984
-7.981973,-5.298097,-7.577374,-5.285567,-7.784810,-6.523203,3.531185,-2.839355,-5.423268,7.692883,8.387021,5.340916,-5.045552,1.557252,2.264255,0.813034,2.045953,-0.058434,10.376188,1.064944
0.486101,0.455352,1.144672,-0.143695,-1.951670,10.480311,-8.436360,5.433131,0.589645,6.969496,-5.046953,7.242119,-7.325327,-5.000197,-4.720564,-6.341019,0.522266,5.907021,0.005414,5.289041
-6.967629,3.329771,-7.877254,-2.401450,-3.828608,3.641974,6.622387,10.991610,3.921039,6.063073,1.159670,-8.039687,5.328646,3.201026,6.083976,6.604621,2.936222,10.905196,-8.680375,-6.356261
-4.989015,-1.915449,8.808343,2.022140,7.551906,1.581175,7.353538,-7.648868,-6.995214,3.279905,-3.257229,-3.279210,-0.017359,-6.618013,3.967162,7.867251,5.058695,0.173942,10.205140,-7.713151
5.876038,0.682442,10.992785,7.651248,-5.599022,-7.678222,7.664186,1.796660,-1.863560,-9.987407,-2.287401,-9.364542,-3.492806,-3.721133,3.196812,7.569924,-4.569468,2.514716,6.697037,2.375564
6.293947,6.953385,4.610755,-7.934621,-4.824316,4.867874,-1.228667,-1.053327,-5.835494,3.185983,-5.529128,3.938406,-4.938209,-0.987898,10.973607,7.229836,-7.417925,1.513916,-8.482661,-4.469909
5.407420,2.254249,-4.382258,5.483542,-9.903505,3.326600,4.214029,-7.692717,1.901009,-2.412500,-5.175659,3.344712,5.000151,0.869613,8.415364,5.023163,4.527936,1.306617,8.133044,7.653731
