4.391953,-6.004311,-7.457639,6.471805,-5.298153,2.490836,3.666314,-2.538750,-3.443794,6.195853,10.637575,4.151854,9.733003,-7.409374,-2.654315,-6.208101,2.053666,-4.802060,-3.948078,-6.977109
1.541950,-9.562163,-6.815834,-4.366335,7.058262,-2.475451,4.619241,-8.558494,-4.580912,-1.812565,-0.109371,-6.704939,5.094221,5.213110,-3.079400,8.612768,-4.936283,-1.321913,-5.056865,3.445730
4.176506,5.464566,-2.206408,1.978193,6.985988,-6.926875,-9.767109,6.058650,-9.764210,-1.741323,-3.097466,9.261754,6.925682,-5.078326,9.364585,-0.253341,2.031070,-2.106372,-7.872767,9.446116
2.652899,-6.937301,-2.608567,1.745537,6.892977,-6.019739,-8.700599,-5.511298,3.104614,-9.910609,-1.847874,-5.145350,3.995181,-8.509103,-6.175288,-6.574153,4.502835,7.139033,7.746230,-2.609986
1.073886,4.154550,-6.705696,-7.294225,6.121913,-5.968795,9.781435,-8.337901,2.374320,1.423808,8.329821,6.508288,-0.821652,6.403659,0.040887,-0.403157,3.626041,6.062881,9.424349,-0.034682
-1.108116,-8.879173,8.705694,5.769298,-3.767328,-0.926020,-3.034530,-9.116617,6.263796,9.763546,5.019865,0.718456,-5.109660,8.533146,5.714998,3.261625,-5.905809,-8.165391,10.994113,-6.754964
-4.935653,7.697207,2.413178,-9.546283,-6.794262,8.614047,-5.297172,3.873327,-5.999903,-1.026494,-0.314910,5.501646,1.121028,3.926199,-5.330556,-3.870338,-1.024510,-3.055231,9.406085,0.464623
2.641001,6.996701,0.915749,7.545983,9.391177,-8.817041,-5.764103,9.192710,5.949978,7.822073,-6.822566,-8.625460,7.005360,-9.764911,-3.753013,-2.511852,-5.354081,5.449240,0.742420,-0.954005
-4.920019,3.759894,-5.750097,-2.963234,8.286176,-9.608272,1.936832,-6.353020,-4.700520,-0.834638,4.521226,5.712281,2.972277,6.687682,-7.700290,-2.563544,-0.252584,1.905861,-7.020765,1.756834
-8.202892,7.394275,9.219439,-5.062624,6.237891,2.551684,4.581449,-9.936851,-3.015191,-0.603945,-4.020873,-4.194256,-3.961506,-6.888320,-4.618402,-7.521742,10.700654,-4.692202,8.603585,-2.552796
-1.048939,-4.820394,7.259695,6.853306,-6.827346,-2.700798,6.731991,-6.211899,-1.141785,-0.348555,-0.126147,-3.845068,8.830005,-0.653192,-3.928939,-7.961174,-8.432496,-8.262362,-3.143274,5.376033
1.818932,10.112339,-8.401081,9.598330,10.792655,-8.057506,5.105328,-9.331663,4.607086,-6.157004,-4.780375,-8.454162,-6.225950,7.744963,-0.113775,9.270301,-3.543767,-2.007760,2.635797,-1.412628
-2.078239,-3.335902,5.412537,5.886841,-0.063164,-1.178533,3.305120,-0.473013,0.882583,10.241153,-3.994696,-5.279822,-8.342182,-7.787330,-7.940406,3.135690,9.626469,4.987387,-1.894361,3.246013
1.823371,-7.368461,-1.143476,-1.857956,1.857544,8.043674,7.679550,1.717988,3.203183,-6.261295,1.099855,-5.481285,-4.760375,4.873117,-0.937103,-8.395221,0.161927,4.241935,-7.227326,-6.735200
10.168555,6.798019,10.235886,2.504760,0.276823,8.806757,-0.716362,-8.860199,-2.217745,7.001686,-4.912269,-0.172005,-0.659448,8.732641,7.859471,-6.728304,7.743746,-9.140069,-1.298351,5.634629
